Zipcode,Current Population,EVs on the Road,BEVs per 1k People,PHEVs per 1k People,DCFC Ports,Level 2 Ports,DCFC per 1k People,Level 2 per 1k People,Sum of Travel Time to Work (Less than 10 minutes),Sum of Travel Time to Work (10 to 14 minutes),Sum of Travel Time to Work (15 to 19 minutes),Sum of Travel Time to Work (20 to 24 minutes),Sum of Travel Time to Work (25 to 29 minutes),Sum of Travel Time to Work (30 to 34 minutes),Sum of Travel Time to Work (35 to 44 minutes),Sum of Travel Time to Work (45 to 59 minutes),Sum of Travel Time to Work (60 or more minutes),Sum of Median Household Income in Past 12 Months,ChargePoint Network (hours),EV Connect (hours),GE WattStation(hours),ChargePoint Network (kWh),EV Connect (kWh),GE WattStation (kWh),ChargePoint Network (count),EV Connect (count),GE WattStation (count),Total Sum of Charging Time (hours),Total Sum of Energy (kWh),Total Sum of Active Station Count
14807,"2,895",6,1.04,1.04,,,52.85,"1,682.21",2235,1294,1355,1481,590,587,370,353,863,"$348,808.00 ",,,,,,,,,,,,
14808,488,,,,,,313.52,"9,979.51",265,303,267,28,50,116,115,232,77,"$307,458.00 ",,,,,,,,,,,,
14809,"2,331",10,2.15,2.15,,,65.64,"2,089.23",1043,715,1244,911,640,831,289,281,339,"$310,596.00 ",,,,,,,,,,,,
14810,"12,299",24,0.98,0.98,,,12.44,395.97,10244,6659,3502,3216,2130,3302,1494,1273,1531,"$291,302.00 ",,,,,,,,,,,,
14819,704,,,,,,217.33,"6,917.61",162,66,125,234,302,281,165,257,138,"$248,681.00 ",,,,,,,,,,,,
14820,829,2,1.21,1.21,,,184.56,"5,874.55",209,82,185,309,243,494,182,275,43,"$314,424.00 ",,,,,,,,,,,,
14821,"3,011",22,3.65,3.65,,,50.81,"1,617.40",972,1229,2063,2253,697,932,234,544,401,"$354,628.00 ",,,,,,,,,,,,
14823,"3,673",2,0.27,0.27,,,41.66,"1,325.89",1653,1357,1404,1199,425,898,959,553,1173,"$348,120.00 ",,,,,,,,,,,,
14826,"2,016",4,0.99,0.99,,,75.89,"2,415.67",857,575,1057,911,309,489,328,698,705,"$320,448.00 ",,,,,,,,,,,,
14827,235,2,4.26,4.26,,,651.06,"20,723.40",40,57,22,0,77,0,0,0,0,"$224,488.00 ",,,,,,,,,,,,
14830,"19,653",126,3.21,3.21,,12,525.06,"3,048.29",16524,14176,10741,9443,3544,5422,1547,1641,1839,"$364,133.00 ",,,,,,,,,,,,
14839,720,2,1.39,1.39,,,212.5,"6,763.89",324,227,154,263,255,259,117,269,245,"$327,956.00 ",,,,,,,,,,,,
14840,"2,829",6,1.06,1.06,,,54.08,"1,721.46",1795,1247,1335,1410,382,826,818,570,706,"$367,872.00 ",,,,,,,,,,,,
14843,"12,919",26,1.01,1.01,,2,590.06,"4,050.86",13027,6538,3021,3043,1494,3255,1486,1584,2368,"$286,722.00 ",,,,,,,,,,,,
14855,"1,073",2,0.93,0.93,,,142.59,"4,538.68",390,116,72,143,266,508,285,258,141,"$321,705.00 ",,,,,,,,,,,,
14856,219,,,,,,698.63,"22,237.44",221,32,29,0,0,85,0,0,62,"($1,333,141,812.00)",,,,,,,,,,,,
14858,"1,445",,,,,,105.88,"3,370.24",494,436,689,1150,419,614,227,301,390,"$357,737.00 ",,,,,,,,,,,,
14870,"9,879",70,3.54,3.54,10,4,771.64,"5,297.40",8232,8993,3732,4096,1411,2681,677,671,1055,"$414,678.00 ",,,,,,,,,,,,
14873,"2,657",,,,,,57.58,"1,832.89",1942,482,542,861,568,896,424,691,877,"$337,518.00 ",,,,,,,,,,,,
14874,276,2,3.62,3.62,,,554.35,"17,644.93",155,34,58,148,85,34,0,128,109,"$289,912.00 ",,,,,,,,,,,,
14877,395,4,5.06,5.06,,,387.34,"12,329.11",255,135,33,165,190,282,51,146,67,"$317,297.00 ",,,,,,,,,,,,
14879,"2,142",2,0.47,0.47,,,71.43,"2,273.58",716,924,967,1028,688,786,353,198,433,"$325,684.00 ",,,,,,,,,,,,
14885,772,,,,,,198.19,"6,308.29",383,154,194,94,208,215,325,452,238,"$312,999.00 ",,,,,,,,,,,,
14893,6,,,,,,"25,500.00","811,666.67",0,0,0,0,0,30,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
14898,"2,019",,,,,,75.78,"2,412.09",785,272,297,381,389,761,522,762,485,"$276,142.00 ",,,,,,,,,,,,
Suffolk County,"1,491,373","16,026",5.37,5.37,26,220,7.84,42.77,522728,621376,669094,675655,263477,666108,316518,380990,712408,"($17,266,377,371.00)",6387,272,,203512.905,2298.779,,922,39,,6659,205811.684,961
6390,230,2,4.35,4.35,,,665.22,"21,173.91",826,138,58,0,4,0,0,97,12,"$1,053,492.00 ",,,,,,,,,,,,
11701,"28,604",104,1.82,1.82,,6,324.78,"2,025.70",9834,13896,12884,13415,3164,10575,5194,7113,12675,"$507,829.00 ",,,,,,,,,,,,
11702,"13,966",158,5.66,5.66,,3,665.19,"4,148.86",8201,4683,6142,7519,3061,5673,3082,3186,9614,"$716,800.00 ",,,,,,,,,,,,
11703,"16,353",76,2.32,2.32,,4,328.01,"2,661.53",4683,7819,8181,7811,2633,7717,4034,3561,7912,"$633,999.00 ",,,,,,,,,,,,
11704,"40,310",142,1.76,1.76,,1,230.46,"1,437.43",16009,17125,19559,20975,7434,15004,6218,10081,21275,"$572,233.00 ",,,,,,,,,,,,
11705,"7,498",110,7.34,7.34,,,20.41,649.51,2853,2653,2916,2683,1213,4222,2295,1790,3460,"$673,363.00 ",,,,,,,,,,,,
11706,"69,209",246,1.78,1.78,,5,134.23,837.22,24657,31982,35623,33279,11678,28980,12493,11483,31007,"$545,050.00 ",597,,,15561.724,,,76,,,597,15561.724,76
11713,"9,767",68,3.48,3.48,,,15.66,498.62,2609,2834,3781,2972,1907,5785,1619,3829,3748,"$517,841.00 ",,,,,,,,,,,,
11715,"4,567",86,9.42,9.42,,,33.5,"1,066.35",1844,2794,1644,1767,1107,2494,1460,1130,1854,"$737,975.00 ",,,,,,,,,,,,
11716,"9,979",114,5.71,5.71,,3,930.96,"5,806.49",4518,4301,6151,5516,1489,3882,1643,3171,4973,"$608,824.00 ",,,,,,,,,,,,
11717,"63,207",88,0.7,0.7,,8,156.61,943.39,15897,30038,41178,38671,10473,26208,7809,10202,19025,"$492,423.00 ",577,,,19604.989,,,104,,,577,19604.989,104
11718,"3,096",38,6.14,6.14,,,49.42,"1,573.00",2282,1250,1133,982,706,1102,878,825,1836,"$849,852.00 ",,,,,,,,,,,,
11719,"3,588",36,5.02,5.02,,,42.64,"1,357.30",995,1001,1479,1187,442,1394,500,823,1383,"$607,213.00 ",,,,,,,,,,,,
11720,"28,966",320,5.52,5.52,,2,320.72,"2,000.38",9606,14189,17731,16211,4857,12839,8063,9012,11953,"$658,611.00 ",,,,,,,,,,,,
11721,"6,063",118,9.73,9.73,,,25.24,803.23,2153,1673,1720,2058,664,2637,1920,1936,4238,"$746,053.00 ",,,,,,,,,,,,
11722,"34,123",102,1.49,1.49,,,4.48,142.72,11017,16689,21644,19320,8037,15367,6778,5111,14230,"$472,619.00 ",,,,,,,,,,,,
11724,"3,386",84,12.4,12.4,,,45.19,"1,438.28",1720,859,557,631,425,1001,656,579,2375,"$1,173,109.00 ",,,,,,,,,,,,
11725,"29,557",404,6.83,6.83,,,5.18,164.77,8121,12706,10764,14111,7547,11755,5543,6875,15347,"$794,764.00 ",,,,,,,,,,,,
11726,"20,490",68,1.66,1.66,,,7.47,237.68,10948,10981,8372,11605,4426,7948,3591,3952,7257,"$495,207.00 ",,,,,,,,,,,,
11727,"30,241",246,4.07,4.07,,,5.06,161.04,5501,6494,15665,16813,7627,16492,6473,9112,19272,"$545,377.00 ",,,,,,,,,,,,
11729,"27,731",194,3.5,3.5,,12,86.22,755.11,9390,9793,14803,14632,4648,11749,5004,7674,14240,"$581,150.00 ",,,,,,,,,,,,
11730,"13,966",110,3.94,3.94,,,10.96,348.7,5106,5601,5428,6722,2272,5497,2528,4402,7372,"$770,309.00 ",,,,,,,,,,,,
11731,"30,091",316,5.25,5.25,,,5.08,161.84,10309,11687,11308,12503,5226,11951,8947,6488,16363,"$734,609.00 ",,,,,,,,,,,,
11733,"16,869",436,12.92,12.92,,4,85.78,"1,031.30",8052,9210,6962,6110,2655,5928,4251,5257,8143,"$929,980.00 ",,,,,,,,,,,,
11738,"17,146",180,5.25,5.25,,4,137.12,"1,201.62",4533,6487,7575,9070,4008,10897,2591,5109,9831,"$654,802.00 ",481,,,28371.785,,,87,,,481,28371.785,87
11739,"1,042",16,7.68,7.68,,,146.83,"4,673.70",406,562,593,698,326,554,427,310,474,"$1,004,772.00 ",,,,,,,,,,,,
11740,"8,908",124,6.96,6.96,,2,"1,235.52","6,979.91",2723,2247,3362,3056,1882,3951,1754,3139,4270,"$686,185.00 ",,,,,,,,,,,,
11741,"27,028",282,5.22,5.22,,,5.66,180.18,9857,15133,12924,12846,5641,13023,5999,7706,16226,"$680,551.00 ",,,,,,,,,,,,
11742,"13,158",192,7.3,7.3,,4,112.78,"1,349.75",3366,4943,5657,5826,1965,7824,3236,5144,6956,"$620,953.00 ",530,,,3184.811,,,88,,,530,3184.811,88
11743,"42,167",686,8.13,8.13,,4,220.1,"1,355.40",15363,17434,15382,15254,6809,17075,9910,10794,27950,"$814,309.00 ",577,,,42102.14,,,105,,,577,42102.14,105
11746,"68,934","1,032",7.49,7.49,4,6,68.37,531.41,22341,30392,32525,31973,11458,26033,14688,15339,33945,"$699,991.00 ",,,,,,,,,,,,
11747,"19,456",462,11.87,11.87,2,15,417.66,"2,727.18",7046,6804,8451,8029,2275,7090,3605,3734,10547,"$803,185.00 ",584,,,7718.539,,,91,,,584,7718.539,91
11749,"3,352",40,5.97,5.97,,,45.64,"1,452.86",803,1809,2031,1525,535,2019,786,1061,1592,"$638,710.00 ",,,,,,,,,,,,
11751,"14,617",92,3.15,3.15,,,10.47,333.17,7157,6787,7124,6697,2405,6100,2790,3033,8463,"$656,325.00 ",,,,,,,,,,,,
11752,"9,446",60,3.18,3.18,,,16.2,515.56,2932,4604,5320,4894,2327,4392,2324,1911,4852,"$671,149.00 ",,,,,,,,,,,,
11754,"18,082",164,4.53,4.53,,,8.46,269.33,6450,6762,8665,8601,2763,8688,3274,4093,10931,"$695,681.00 ",,,,,,,,,,,,
11755,"12,476",142,5.69,5.69,,,12.26,390.35,3603,5212,5404,4833,2527,5148,3075,4349,7142,"$682,185.00 ",,,,,,,,,,,,
11757,"44,335",204,2.3,2.3,,2,185.16,"1,217.01",18651,19071,18356,21997,8966,21731,11097,11042,27638,"$577,385.00 ",,,,,,,,,,,,
11763,"28,497",290,5.09,5.09,1,1,188.23,"1,527.32",8628,10063,13031,13243,4822,17550,5759,9542,13433,"$598,111.00 ",,,,,,,,,,,,
11764,"12,678",216,8.52,8.52,,,12.07,384.13,4302,2662,4787,6047,2545,5470,3277,3850,8651,"$810,742.00 ",,,,,,,,,,,,
11766,"12,577",268,10.65,10.65,,2,738.65,"4,607.06",3236,4180,3262,4774,2509,5127,2683,4189,7914,"$772,937.00 ",,,,,,,,,,,,
11767,"15,540",162,5.21,5.21,,2,337.58,"2,729.92",3718,5544,7369,7817,2139,5778,3858,4607,9308,"$795,740.00 ",,,,,,,,,,,,
11768,"21,669",364,8.4,8.4,,2,7.06,224.75,7518,5466,6361,7661,3885,9453,7027,5777,13721,"$829,917.00 ",,,,,,,,,,,,
11769,"8,642",98,5.67,5.67,,,17.7,563.53,2306,2871,4845,5031,1405,3260,1632,1809,4364,"$629,529.00 ",,,,,,,,,,,,
11770,59,,,,,,"2,593.22","82,542.37",224,21,20,13,14,110,10,14,55,"($666,113,780.00)",,,,,,,,,,,,
11772,"45,495",350,3.85,3.85,1,2,6.97,184.5,12912,22049,18922,17772,7347,29443,9755,15217,13821,"$480,631.00 ",,,,,,,,,,,,
11776,"24,181",240,4.96,4.96,,1,54.51,681.57,7825,14072,10749,9775,4248,10840,6409,7390,13239,"$616,189.00 ",,,,,,,,,,,,
11777,"8,940",198,11.07,11.07,,,17.11,544.74,4995,3015,4018,3284,1591,3721,1670,2491,4063,"$767,811.00 ",,,,,,,,,,,,
11778,"11,932",152,6.37,6.37,,,12.82,408.15,3732,3247,4965,3967,2255,5829,3957,5362,7985,"$624,001.00 ",,,,,,,,,,,,
11779,"38,083",400,5.25,5.25,,3,98.55,785.02,12259,15893,23170,19758,6846,19520,8185,7008,18485,"$609,589.00 ",,,,,,,,,,,,
11780,"15,736",262,8.32,8.32,1,2,20.14,533.43,5261,4710,6714,6551,2732,5958,3853,3838,6175,"$763,855.00 ",,,,,,,,,,,,
11782,"15,050",166,5.51,5.51,,2,106.84,"1,219.20",5770,6529,5472,6475,3331,6956,3305,3650,7582,"$750,898.00 ",,,,,,,,,,,,
11784,"25,739",224,4.35,4.35,1,2,296.05,"1,921.75",6632,9146,14450,13497,5068,12135,5616,8241,13599,"$609,946.00 ",,,,,,,,,,,,
11786,"6,468",120,9.28,9.28,,,23.65,752.94,1911,1887,2458,2569,1495,3622,1699,1866,3579,"$902,743.00 ",,,,,,,,,,,,
11787,"35,436",404,5.7,5.7,,8,328.54,"1,798.74",11073,14373,14358,17299,7196,15557,8826,8267,16795,"$783,563.00 ",,,,,,,,,,,,
11788,"16,048",268,8.35,8.35,,7,578.89,"3,610.61",5945,7995,6987,7180,2590,7640,3887,3615,7922,"$729,478.00 ",501,,,4811.985,,,42,,,501,4811.985,42
11789,"8,233",98,5.95,5.95,,,18.58,591.52,2287,1857,3227,3322,1291,4273,2762,2769,5482,"$575,073.00 ",,,,,,,,,,,,
11790,"18,359",224,6.1,6.1,,28,624.87,"3,444.31",7644,8228,7593,6558,1892,5291,3945,3631,6327,"$930,459.00 ",,272,,,2298.779,,,39,,272,2298.779,39
11792,"8,914",220,12.34,12.34,,,17.16,546.33,3770,2438,2337,5178,2335,4032,3661,3272,3331,"$847,715.00 ",,,,,,,,,,,,
11794,"2,998",10,1.67,1.67,,4,"3,671.11","20,739.49",1421,1674,1205,673,47,265,168,66,261,"($4,666,666,662.00)",,,,,,,,,,,,
11795,"25,018",164,3.28,3.28,,2,12.67,335.52,13264,11662,10279,12287,4057,9316,3991,7351,13440,"$757,297.00 ",,,,,,,,,,,,
11796,"3,914",26,3.32,3.32,,,39.09,"1,244.25",1175,1514,1132,1750,670,1690,994,836,2126,"$683,572.00 ",,,,,,,,,,,,
11798,"14,880",46,1.55,1.55,,,10.28,327.28,4566,5015,7581,6789,2253,6500,2749,2358,6938,"$479,189.00 ",26,,,162.293,,,9,,,26,162.293,9
11901,"28,897",206,3.56,3.56,4,24,404.54,"2,207.50",12643,16978,10972,8705,2238,10147,4056,6720,7070,"$381,969.00 ",625,,,35551.162,,,121,,,625,35551.162,121
11930,971,68,35.02,35.02,,,157.57,"5,015.45",1098,873,483,234,24,174,97,178,274,"$584,485.00 ",,,,,,,,,,,,
11931,38,42,552.63,552.63,,1,"134,026.32","1,044,000.00",89,0,52,89,0,0,0,0,0,"($3,999,897,574.00)",,,,,,,,,,,,
11932,983,32,16.28,16.28,,,155.65,"4,954.22",876,283,425,229,43,478,73,181,122,"$491,068.00 ",,,,,,,,,,,,
11933,"6,781",110,8.11,8.11,,1,577.5,"4,546.97",2427,2751,3212,2491,926,2857,1849,1698,2431,"$435,296.00 ",,,,,,,,,,,,
11934,"8,255",108,6.54,6.54,,2,"1,125.38","7,019.14",2932,2387,2251,3828,1046,3816,2451,2686,2820,"$655,060.00 ",,,,,,,,,,,,
11935,"3,224",66,10.24,10.24,,1,"1,243.80","9,671.22",1976,1343,818,1271,246,889,670,599,1742,"$620,618.00 ",,,,,,,,,,,,
11937,"15,979",258,8.07,8.07,,4,475.25,"3,081.92",9051,13012,7594,5666,1453,4200,1926,1224,4734,"$582,242.00 ",517,,,18191.034,,,59,,,517,18191.034,59
11939,885,14,7.91,7.91,,,172.88,"5,502.82",644,302,275,259,0,378,81,135,497,"$509,591.00 ",,,,,,,,,,,,
11940,"5,211",102,9.79,9.79,,,29.36,934.56,1445,1541,1829,2569,900,2680,1836,2037,2310,"$656,523.00 ",,,,,,,,,,,,
11941,"2,040",44,10.78,10.78,,,75,"2,387.25",865,907,503,642,452,845,413,558,702,"$609,657.00 ",,,,,,,,,,,,
11942,"4,735",64,6.76,6.76,,,32.31,"1,028.51",1944,2070,1714,1711,802,1678,796,1666,1723,"$618,368.00 ",,,,,,,,,,,,
11944,"4,089",64,7.83,7.83,,1,980.68,"7,625.34",3630,1429,1765,1036,178,825,565,401,1154,"$385,328.00 ",,,,,,,,,,,,
11946,"14,045",144,5.13,5.13,2,2,792.17,"4,440.80",6031,5176,4956,6543,2853,7958,3120,3467,6227,"$516,682.00 ",,,,,,,,,,,,
11947,320,24,37.5,37.5,,5,"23,821.88","163,540.63",0,92,301,0,0,107,0,126,39,"($1,333,223,475.00)",,,,,,,,,,,,
11948,"1,114",46,20.65,20.65,,1,"1,298.03","15,591.56",759,602,264,456,286,244,89,156,717,"$736,643.00 ",,,,,,,,,,,,
11949,"14,744",294,9.97,9.97,1,,363.81,"2,951.98",2052,3671,7555,4917,3848,7956,5036,5134,5600,"$728,179.00 ",,,,,,,,,,,,
11950,"16,799",82,2.44,2.44,,,9.11,289.9,4064,6394,4398,7332,2949,11498,3362,5797,6282,"$492,182.00 ",,,,,,,,,,,,
11951,"13,908",82,2.95,2.95,,,11,350.16,1286,2900,2499,3236,3383,11716,3067,7195,7318,"$461,870.00 ",,,,,,,,,,,,
11952,"5,008",70,6.99,6.99,,,30.55,972.44,3650,2258,1658,1741,654,1361,730,1399,1230,"$596,716.00 ",794,,,17116.935,,,64,,,794,17116.935,64
11953,"13,344",182,6.82,6.82,,,11.47,364.96,2367,3751,4841,5857,4318,6199,3121,3021,6703,"$490,471.00 ",,,,,,,,,,,,
11954,"3,662",44,6.01,6.01,,6,"1,199.34","9,079.46",2963,2653,933,1061,186,1246,279,623,1226,"$522,685.00 ",,,,,,,,,,,,
11955,"3,702",38,5.13,5.13,,,41.33,"1,315.51",1189,633,1678,1026,423,1878,1480,1790,653,"$449,164.00 ",,,,,,,,,,,,
11956,243,4,8.23,8.23,,,629.63,"20,041.15",118,143,175,90,44,87,25,165,24,"$368,853.00 ",,,,,,,,,,,,
11957,718,32,22.28,22.28,,,213.09,"6,782.73",448,162,424,98,32,142,42,130,348,"$540,598.00 ",,,,,,,,,,,,
11958,489,20,20.45,20.45,,2,"15,588.96","107,020.45",184,263,262,113,34,108,41,91,0,"$558,203.00 ",109,,,721.539,,,24,,,109,721.539,24
11959,919,40,21.76,21.76,,,166.49,"5,299.24",367,307,229,262,89,171,115,332,277,"$592,914.00 ",,,,,,,,,,,,
11960,681,44,32.31,32.31,,,224.67,"7,151.25",564,443,250,67,107,367,76,349,282,"$666,479.00 ",,,,,,,,,,,,
11961,"12,823",162,6.32,6.32,,,11.93,379.79,2127,4007,4580,4053,2169,5321,3247,3435,4041,"$393,896.00 ",,,,,,,,,,,,
11962,268,12,22.39,22.39,,,570.9,"18,171.64",200,114,528,21,0,14,0,0,8,"($665,898,780.00)",,,,,,,,,,,,
11963,"6,914",148,10.7,10.7,,1,566.39,"4,459.50",3855,5008,3587,2940,948,2004,465,630,2270,"$608,355.00 ",,,,,,,,,,,,
11964,"1,920",36,9.38,9.38,,4,"2,695.83","21,833.33",2440,662,995,165,0,764,298,235,573,"$555,211.00 ",,,,,,,,,,,,
11965,723,20,13.83,13.83,,,211.62,"6,735.82",428,83,192,141,0,311,69,0,428,"$721,306.00 ",,,,,,,,,,,,
11967,"27,547",192,3.48,3.48,,,5.55,176.79,5138,8385,9489,14526,6484,16103,7038,10403,11536,"$582,208.00 ",,,,,,,,,,,,
11968,"10,865",238,10.95,10.95,9,3,788.68,"5,086.79",6044,6297,5205,4019,1529,3439,1179,2059,2943,"$581,889.00 ",,,,,,,,,,,,
11969,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11970,104,4,19.23,19.23,,,"1,471.15","46,826.92",126,287,552,102,0,382,0,65,95,"($1,332,887,746.00)",,,,,,,,,,,,
11971,"6,553",126,9.61,9.61,,2,80.27,"1,955.29",4380,3119,2382,855,310,1645,343,1414,4353,"$612,387.00 ",469,,,10413.969,,,52,,,469,10413.969,52
11972,"1,255",12,4.78,4.78,,,121.91,"3,880.48",621,497,383,270,101,744,248,625,178,"$614,104.00 ",,,,,,,,,,,,
11973,42,2,23.81,23.81,,,"3,642.86","115,952.38",0,33,0,25,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11975,279,24,43.01,43.01,,,548.39,"17,455.20",81,183,111,51,0,67,0,36,96,"$553,070.00 ",,,,,,,,,,,,
11976,"2,277",114,25.03,25.03,,1,"1,418.53","11,850.24",2041,1152,884,994,244,823,0,610,742,"$952,437.00 ",,,,,,,,,,,,
11977,"2,245",32,7.13,7.13,,,68.15,"2,169.27",1587,873,836,601,705,595,245,292,577,"$680,976.00 ",,,,,,,,,,,,
11978,"3,057",58,9.49,9.49,,6,"2,493.62","17,119.07",1979,1065,802,745,417,1263,606,597,1142,"$587,742.00 ",,,,,,,,,,,,
11980,"5,627",186,16.53,16.53,,,27.19,865.47,1283,1533,1908,2556,911,2567,1171,1262,1944,"$628,033.00 ",,,,,,,,,,,,
Sullivan County,"76,968",264,1.71,1.71,8,15,150.21,825.59,33732,29172,31230,28383,12672,25940,10417,11974,28076,"($7,980,338,408.00)",,,,,,,,,,,,
12701,"11,211",18,0.8,0.8,,6,"1,031.22","5,668.00",6951,6660,4296,2160,1335,2322,359,1267,3342,"$228,273.00 ",,,,,,,,,,,,
12719,"1,289",8,3.1,3.1,,,118.7,"3,778.12",337,145,97,273,286,352,606,316,946,"$408,268.00 ",,,,,,,,,,,,
12720,267,4,7.49,7.49,,2,"19,505.62","157,868.91",0,0,0,537,0,58,0,53,237,"$584,214.00 ",,,,,,,,,,,,
12721,"6,445",26,2.02,2.02,,,23.74,755.62,760,1060,3716,4027,1759,2957,804,1093,3883,"$413,727.00 ",,,,,,,,,,,,
12722,126,2,7.94,7.94,,,"1,214.29","38,650.79",0,0,91,31,0,0,0,0,201,"($1,333,183,392.00)",,,,,,,,,,,,
12723,"1,653",8,2.42,2.42,,2,"3,290.99","26,817.30",1218,863,501,304,256,857,224,507,570,"$392,248.00 ",,,,,,,,,,,,
12724,404,2,2.48,2.48,,,378.71,"12,054.46",42,31,0,0,93,106,142,21,256,"$484,474.00 ",,,,,,,,,,,,
12726,"1,204",4,1.66,1.66,,,127.08,"4,044.85",299,209,254,651,296,542,388,511,589,"$420,674.00 ",,,,,,,,,,,,
12732,700,2,1.43,1.43,,,218.57,"6,957.14",172,106,259,175,24,124,233,280,562,"$292,509.00 ",,,,,,,,,,,,
12733,"1,784",2,0.56,0.56,,,85.76,"2,729.82",1620,490,260,12,0,0,0,53,112,"$281,864.00 ",,,,,,,,,,,,
12734,984,2,1.02,1.02,,,155.49,"4,949.19",477,847,346,218,11,197,39,381,66,"$311,681.00 ",,,,,,,,,,,,
12736,56,,,,,,"2,732.14","86,964.29",75,20,118,58,14,19,32,15,53,"($666,436,658.00)",,,,,,,,,,,,
12737,"1,826",14,3.83,3.83,,,83.79,"2,667.03",590,415,319,193,423,792,598,1008,979,"$426,278.00 ",,,,,,,,,,,,
12738,431,,,,,,354.99,"11,299.30",384,431,171,49,126,459,8,23,79,"$529,094.00 ",,,,,,,,,,,,
12740,"1,659",6,1.81,1.81,,,92.22,"2,935.50",539,354,256,889,341,827,398,268,1072,"$415,717.00 ",,,,,,,,,,,,
12741,247,,,,,,619.43,"19,716.60",149,102,52,92,6,23,122,67,47,"$371,951.00 ",,,,,,,,,,,,
12742,68,4,29.41,29.41,,,"2,250.00","71,617.65",34,222,61,59,10,55,0,0,12,"($1,333,088,089.00)",,,,,,,,,,,,
12743,389,,,,,,393.32,"12,519.28",102,78,89,15,185,24,59,29,179,"$354,575.00 ",,,,,,,,,,,,
12745,155,,,,,,987.1,"31,419.35",211,51,103,32,0,109,0,91,68,"$407,306.00 ",,,,,,,,,,,,
12747,"1,857",6,1.62,1.62,,,82.39,"2,622.51",959,875,567,550,106,338,115,113,242,"$400,941.00 ",,,,,,,,,,,,
12748,"1,960",2,0.51,0.51,,,78.06,"2,484.69",1012,636,796,1014,152,1106,298,478,703,"$409,713.00 ",,,,,,,,,,,,
12749,340,6,8.82,8.82,,2,"15,061.76","120,629.41",32,136,356,93,0,91,0,0,172,"$355,054.00 ",,,,,,,,,,,,
12750,274,2,3.65,3.65,,,558.39,"17,773.72",38,77,19,74,22,191,64,71,124,"$604,994.00 ",,,,,,,,,,,,
12751,"1,206",2,0.83,0.83,,,126.87,"4,038.14",530,987,303,177,67,65,151,23,104,"$278,875.00 ",,,,,,,,,,,,
12752,262,,,,,,583.97,"18,587.79",154,20,85,13,16,80,125,140,35,"$336,504.00 ",,,,,,,,,,,,
12754,"6,724",12,0.89,0.89,,,22.75,724.27,4742,3121,4239,2736,301,1175,411,608,1640,"$269,934.00 ",,,,,,,,,,,,
12758,"4,378",12,1.37,1.37,,,34.95,"1,112.38",1434,1278,1041,2068,1478,3012,825,405,1629,"$366,922.00 ",,,,,,,,,,,,
12759,"1,917",10,2.61,2.61,,,79.81,"2,540.43",457,589,560,239,51,263,31,102,347,"$231,694.00 ",,,,,,,,,,,,
12762,596,2,1.68,1.68,,,256.71,"8,171.14",251,236,273,185,135,62,0,0,0,"$290,204.00 ",,,,,,,,,,,,
12763,664,2,1.51,1.51,,,230.42,"7,334.34",332,401,336,258,120,263,358,243,133,"$432,996.00 ",,,,,,,,,,,,
12764,"1,584",6,1.89,1.89,,,96.59,"3,074.49",798,555,287,557,236,703,388,264,746,"$356,075.00 ",,,,,,,,,,,,
12765,"1,144",2,0.87,0.87,,,133.74,"4,256.99",280,254,619,742,265,469,107,139,322,"$452,801.00 ",,,,,,,,,,,,
12766,350,2,2.86,2.86,,,437.14,"13,914.29",138,427,100,234,24,52,123,0,36,"$427,115.00 ",,,,,,,,,,,,
12767,108,,,,,,"1,416.67","45,092.59",3,33,77,20,49,2,15,25,8,"$719,709.00 ",,,,,,,,,,,,
12768,781,4,2.56,2.56,,,195.9,"6,235.60",98,99,546,362,89,396,86,34,265,"$314,313.00 ",,,,,,,,,,,,
12769,195,,,,,,784.62,"24,974.36",79,55,34,69,0,107,0,70,100,"$363,511.00 ",,,,,,,,,,,,
12770,295,,,,,,518.64,"16,508.47",20,108,0,73,46,196,21,210,31,"$391,284.00 ",,,,,,,,,,,,
12775,"2,018",14,3.47,3.47,,2,"2,711.60","22,357.28",813,917,985,1055,350,1257,360,484,821,"$591,336.00 ",,,,,,,,,,,,
12776,"2,174",8,1.84,1.84,8,,"3,936.52","25,322.91",1422,500,579,489,166,1241,476,413,705,"$363,971.00 ",,,,,,,,,,,,
12777,945,12,6.35,6.35,,1,"3,719.58","30,552.38",248,423,441,452,157,291,182,289,464,"$508,839.00 ",,,,,,,,,,,,
12778,701,4,2.85,2.85,,,218.26,"6,947.22",55,305,349,155,0,209,87,198,170,"($1,333,162,035.00)",,,,,,,,,,,,
12779,"1,637",8,2.44,2.44,,,93.46,"2,974.95",1301,1395,1542,620,60,122,24,0,267,"$277,959.00 ",,,,,,,,,,,,
12781,142,2,7.04,7.04,,,"1,077.46","34,295.77",47,34,24,162,239,114,16,33,101,"($666,274,092.00)",,,,,,,,,,,,
12783,"1,820",2,0.55,0.55,,,84.07,"2,675.82",459,658,1033,871,339,402,18,183,478,"$397,755.00 ",,,,,,,,,,,,
12784,47,,,,,,"3,255.32","103,617.02",0,0,0,49,0,0,0,0,5,"($2,666,491,619.00)",,,,,,,,,,,,
